"species_id";"species"
"1358212";"Cardamine graeca L."
"1456535";"Angelica heterocarpa M.J.Lloyd"
"1392735";"Helictotrichon sempervirens (Vill.) Pilg."
"1389424";"Linaria aeruginea (Gouan) Cav."
"1393403";"Koeleria macrantha (Ledeb.) Schult."
"1563707";"Sideritis chamaedryfolia Cav."
"1358182";"Biscutella auriculata L."
"1390821";"Carex frigida All."
"1636907";"Orobanche purpurea Jacq."
"1418200";"Cylindropuntia fulgida (Engelm.) F.M.Knuth"
"1423209";"Gamochaeta americana (Mill.) Wedd."
"1396253";"Sibbaldia procumbens L."
"1389216";"Orobanche latisquama (F.W.Schultz) Batt."
"1472008";"Drimia numidica (Jord. & Fourr.) J.C.Manning & Goldblatt"
"1356147";"Lycium europaeum L."
"1360378";"Crucianella angustifolia L."
"1356318";"Convolvulus siculus L."
"1360652";"Bupleurum rigidum L."
"1722403";"Clinopodium menthifolium (Host) Merino"
"1360133";"Rumex palustris Sm."
"1389346";"Arabidopsis halleri (L.) O'Kane & Al-Shehbaz"
"1479511";"Barbarea stricta Andrz. ex Besser"
"1362258";"Armeria gaditana Boiss."
"1397111";"Vicia serratifolia Jacq."
"1356204";"Forsskaolea tenacissima L."
"1389398";"Agave fourcroydes Lem."
"1744360";"Valeriana macrosiphon (Boiss.) E.Vilm."
"1356424";"Ophioglossum lusitanicum L."
"1392537";"Gentiana angustifolia Vill."
"1364047";"Salix pedicellata Desf."
"1389598";"Bupleurum subovatum Link ex Spreng."
"1391363";"Corydalis intermedia (L.) Mérat"
"1390927";"Carex umbrosa Host"
"1737530";"Delphinium hispanicum Willk. ex Costa"
"1458783";"Seseli peucedanoides (M.Bieb.) Koso-Pol."
"1450656";"Amaranthus powellii S.Watson"
"1357170";"Helianthemum violaceum (Cav.) Pers."
"1362472";"Neslia paniculata (L.) Desv."
"1647299";"Limonium hibericum Erben"
"1391755";"Doronicum clusii (All.) Tausch"
"1722518";"Valeriana discoidea (L.) Willd."
"1518931";"Santolina benthamiana Jord. & Fourr."
"1356858";"Dianthus tripunctatus Sm."
"1741838";"Eritrichium nanum (L.) Gaudin"
"1398424";"Astragalus vesicarius L."
"1357220";"Anthemis cretica L."
"1389364";"Euphorbia illirica Lam."
"1393480";"Leontodon hirtus L."
"1358250";"Diplotaxis catholica (L.) DC."
"1360400";"Galium murale (L.) All."
"1391887";"Epilobium brachycarpum C.Presl"
"1393092";"Hieracium prenanthoides Vill."
"1628961";"Orchis provincialis Balb. ex Lam. & DC."
"1395967";"Saxifraga cuneata Willd."
"1363326";"Juncus bufonius L."
"1473025";"Polygonatum × hybridum Brügger"
"1392296";"Festuca flavescens Bellardi"
"1358573";"Euphorbia nutans Lag."
"1393258";"Hypericum undulatum Schousb. ex Willd."
"1395805";"Salix helvetica Vill."
"1363182";"Atriplex littoralis L."
"1398261";"Astragalus austriacus Jacq."
"1363898";"Sisymbrium orientale L."
"1531436";"Carex furva Webb"
"1397408";"Hypericum mutilum L."
"1389368";"Adiantum raddianum C.Presl"
"1359440";"Ononis viscosa L."
"1394785";"Potamogeton alpinus Balb."
"1400145";"Bidens vulgata Greene"
"1390879";"Carex otrubae Podp."
"1356399";"Anogramma leptophylla (L.) Link"
"1394554";"Phyteuma serratum Viv."
"1362331";"Luzula spicata (L.) DC."
"1392513";"Genista ephedroides DC."
"1356559";"Suaeda splendens (Pourr.) Gren. & Godr."
"1395942";"Saxifraga androsacea L."
"1737493";"Selinum carvifolium (L.) L."
"1393586";"Linaria arenaria DC."
"1398237";"Anthyllis circinnata (L.) D.D.Sokoloff"
"1396751";"Artemisia biennis Willd."
"1397546";"Saxifraga adscendens L."
"1390793";"Carex curvula All."
"1358261";"Draba dubia Suter"
"1493056";"Gypsophila struthium Loefl."
"1359821";"Papaver rupifragum Boiss. & Reut."
"1392407";"Gagea serotina (L.) Ker Gawl."
"1363666";"Astragalus boeticus L."
"1394496";"Acis longifolia J.Gay ex M.Roem."
"1362414";"Astragalus exscapus L."
"1400062";"Opuntia phaeacantha Engelm."
"1395092";"Antirrhinum sempervirens Lapeyr."
"1362495";"Sideritis hyssopifolia L."
"1393977";"Nuphar pumila (Timm) DC."
"1396871";"Trifolium vesiculosum Savi"
"1359416";"Ononis pendula Desf."
"1723120";"Elodea densa (Planch.) Casp."
"1390778";"Carex brizoides L."
"1391750";"Disphyma crassifolium (L.) L.Bolus"
"1398408";"Astragalus terraccianoi Vals."
"1391778";"Draba siliquosa M.Bieb."
"1356874";"Herniaria incana Lam."
"1398272";"Astragalus danicus Retz."
"1395209";"Apios americana Medik."
"1358185";"Biscutella didyma L."
"1743889";"Gelasia hirsuta (Gouan) Zaika, Sukhor. & N.Kilian"
"1356611";"Alkanna tinctoria Tausch"
"1720959";"Anthoxanthum nipponicum Honda"
"1391371";"Corynephorus canescens (L.) P.Beauv."
"1358495";"Elatine alsinastrum L."
"1392016";"Eragrostis pilosa (L.) P.Beauv."
"1360928";"Allium pallens L."
"1390929";"Carex vaginata Tausch"
"1358673";"Geranium lanuginosum Lam."
"1728588";"Cymbalaria muralis G.Gaertn., B.Mey. & Scherb."
"1359937";"Littorella uniflora (L.) Asch."
"1424895";"Cyperus michelianus (L.) Delile"
"1392137";"Alchemilla glaucescens Wallr."
"1360591";"Daphne oleoides Schreb."
"1394062";"Onosma pseudoarenaria Schur"
"1622910";"Gymnadenia × heufleri (A.Kern.) Wettst."
"1361002";"Asparagus aphyllus L."
"1744002";"Echinospartum ibericum Rivas Mart., Sánchez Mata & Sancho"
"1663993";"Delphinium dubium (Rouy & Foucaud) Pawł."
"1390655";"Campanula bononiensis L."
"1356072";"Plantago ovata Forssk."
"1562248";"Prunella × bicolor Beck"
"1362607";"Colchicum filifolium (Cambess.) Stef."
"1394477";"Petrorhagia nanteuilii (Burnat) P.W.Ball & Heywood"
"1360637";"Bupleurum fruticescens L."
"1361708";"Potamogeton polygonifolius Pourr."
"1359340";"Medicago intertexta (L.) Mill."
"1391645";"Damasonium polyspermum Coss."
"1392461";"Galium glaucum L."
"1397467";"Potentilla nivalis Lapeyr."
"1362928";"Cenchrus longispinus (Hack.) Fernald"
"1359766";"Fumaria barnolae Sennen & Pau"
"1395404";"Rubus andegavensis Bouvet"
"1391814";"Dryopteris oreades Fomin"
"1361159";"Alopecurus rendlei Eig"
"1359489";"Trifolium cherleri L."
"1363454";"Aira praecox L."
"1392558";"Gentiana pumila Jacq."
"1386562";"Cyperus dives Delile"
"1396307";"Sison segetum L."
"1391665";"Delphinium verdunense Balb."
"1359977";"Veronica anagalloides Guss."
"1392147";"Alchemilla hoppeana (Rchb.) Dalla Torre"
"1356368";"Diplazium caudatum (Cav.) Jermy"
"1393892";"Myosotis minutiflora Boiss. & Reut."
"1357464";"Chamaemelum fuscatum (Brot.) Vasc."
"1364038";"Valantia hispida L."
"1738640";"Alpagrostis setacea (Poir.) P.M.Peterson, Romasch., Soreng & Sylvester"
"1383978";"Aldrovanda vesiculosa L."
"1513963";"Leucanthemum gracilicaule (Dufour) Pau"
"1359820";"Papaver pinnatifidum Moris"
"1397126";"Viola bubanii Timb.-Lagr."
"1359422";"Ononis pubescens L."
"1563792";"Sideritis pungens Benth."
"1420669";"Buddleja lindleyana Fortune"
"1722436";"Festuca bromoides L."
"1603775";"Eucalyptus gomphocephala A.Cunn. ex DC."
"1360407";"Galium parisiense L."
"1396089";"Schoenus ferrugineus L."
"1358186";"Biscutella frutescens Coss."
"1394429";"Pedicularis ascendens Schleich. ex Gaudin"
"1743907";"Rhamphospermum pubescens (L.) Al-Shehbaz"
"1364162";"Calendula tripterocarpa Rupr."
"1389922";"Ornithogalum collinum Guss."
"1394441";"Pedicularis mixta Gren."
"1389658";"Pilosella breviscapa (DC.) Soják"
"1359122";"Astragalus granatensis Lam."
"1393702";"Lycopodiella inundata (L.) Holub"
"1394677";"Poa palustris L."
"1397468";"Primula pedemontana E.Thomas ex Gaudin"
"1741767";"Primula matthioli (L.) V.A.Richt."
"1392973";"Hieracium laevigatum Willd."
"1360119";"Polygonum bellardii All."
"1394056";"Onopordum horridum Viv."
"1358629";"Exaculum pusillum (Lam.) Caruel"
"1396077";"Scheuchzeria palustris L."
"1744003";"Erica andevalensis Cabezudo & J.Rivera"
"1395727";"Salicornia procumbens Sm."
"1355873";"Arctotis venusta Norl."
"1471596";"Bellevalia dubia (Guss.) Schult. & Schult.f."
"1657500";"Polygala serpyllifolia Hosé"
"1360417";"Galium tricornutum Dandy"
"1397526";"Bupleurum longifolium L."
"1356294";"Cyperus longus L."
"1392319";"Festuca marginata (Hack.) K.Richt."
"1392324";"Festuca occitanica (Litard.) Auquier & Kerguélen"
"1393510";"Leucanthemum subglaucum De Laramb."
"1396015";"Saxifraga moschata Wulfen"
"1400159";"Biscutella flexuosa Jord."
"1425420";"Polygonum equisetiforme Sm."
"1394758";"Polygonum scoparium Req. ex Loisel."
"1357715";"Mauranthemum paludosum (Poir.) Vogt & Oberpr."
"1395559";"Arabis collina Ten."
"1390807";"Carex elongata L."
"1651449";"Festuca trachyphylla (Hack.) Hack."
"1397449";"Orchis spitzelii Saut. ex W.D.J.Koch"
"1628935";"Orchis × bergonii Nanteuil"
"1390764";"Carex atrata L."
"1397425";"Leontodon crispus Vill."
"1392310";"Festuca huonii Auquier"
"1628948";"Orchis × hybrida (Lindl.) Boenn. ex Rchb."
"1394284";"Androsace ciliata DC."
"1395089";"Ranunculus gouanii Willd."
"1356497";"Beta macrocarpa Guss."
"1391198";"Cirsium filipendulum Lange"
"1737590";"Rubus polonicus Weston"
"1390765";"Carex atrofusca Schkuhr"
"1361562";"Romulea ramiflora Ten."
"1472670";"Muscari baeticum Blanca, Ruíz Rejón & Suár.-Sant."
"1391788";"Dracocephalum austriacum L."
"1392696";"Allium narcissiflorum Vill."
"1391432";"Crataegus succulenta Schrad. ex Link"
"1362752";"Euphorbia lagascae Spreng."
"1356494";"Bassia hyssopifolia (Pall.) Kuntze"
"1396112";"Scorzonera aristata Ramond ex DC."
"1741901";"Alchemilla splendens Christ"
"1394577";"Pilosella lactucella (Wallr.) P.D.Sell & C.West"
"1646238";"Linaria elegans Cav."
"1478566";"Myosotis speluncicola (Boiss.) Rouy"
"1398675";"Sisyrinchium micranthum Cav."
"1356400";"Cosentinia vellea (Aiton) Tod."
"1453568";"Narcissus × odorus L."
"1394303";"Androsace halleri L."
"1397591";"Asplenium fissum Kit. ex Willd."
"1391070";"Cephalaria squamiflora (Sieber) Greuter"
"1362452";"Galium pusillum L."
"1361165";"Anthoxanthum aristatum Boiss."
"1396226";"Serapias nurrica Corrias"
"1669707";"Sanguisorba verrucosa (Link ex G.Don) Ces."
"1425344";"Orobanche mutelii F.W.Schultz"
"1397495";"Asplenium balearicum Shivas"
"1396188";"Senecio bayonnensis Boiss."
"1357404";"Centaurea benedicta (L.) L."
"1357130";"Helianthemum cinereum (Cav.) Pers."
"1391471";"Crocus ligusticus Mariotti"
"1399567";"Eleocharis obtusa (Willd.) Schult."
"1392128";"Erysimum virgatum Roth"
"1457187";"Cnidium silaifolium (Jacq.) Simonk."
"1388770";"Brachypodium distachyon (L.) P.Beauv."
"1502217";"Carthamus dianius (Webb) Sch.Bip."
"1390849";"Carex lasiocarpa Ehrh."
"1649856";"Digitaria ischaemum (Schreb.) Muhl."
"1652912";"Nassella trichotoma (Nees) Hack. & Arechav."
"1391847";"Eleocharis quinqueflora (Hartmann) O.Schwarz"
"1398108";"Aster pyrenaeus Desf. ex DC."
"1397265";"Alchemilla vetteri Buser"
"1743140";"Dianthus monspessulanus L."
"1743749";"Iberodes linifolia (L.) M.Serrano, R.Carbajal & S.Ortiz"
"1743859";"Pentanema bifrons (L.) D.Gut.Larr., Santos-Vicente, Anderb., E.Rico & M.M.Mart.Ort."
"1357192";"Anacyclus homogamos (Maire) Humphries"
"1722435";"Festuca ambigua Le Gall"
"1359719";"Orobanche cernua Loefl."
"1521427";"Solidago chilensis Meyen"
"1361068";"Carex muricata L."
"1471589";"Bellevalia ciliata (Cirillo) T.Nees"
"1398646";"Launaea cervicornis (Boiss.) Font Quer & Rothm."
"1392819";"Allium strictum Schrad."
"1362232";"Setaria parviflora (Poir.) Kerguélen"
"1358164";"Alyssum simplex Rudolphi"
"1356704";"Myosotis decumbens Host"
"1398288";"Astragalus hypoglottis L."
"1396104";"Scleranthus uncinatus Schur"
"1743539";"Petrosedum amplexicaule (DC.) Velayos"
"1397248";"Asperula tinctoria L."
"1397325";"Astragalus frigidus (L.) A.Gray"
"1396759";"Artemisia caerulescens L."
"1361587";"Juncus subnodulosus Schrank"
"1361437";"Taeniatherum caput-medusae (L.) Nevski"
"1397385";"Festuca pallens Host"
"1744569";"Soehrensia schickendantzii (F.A.C.Weber) Schlumpb."
"1357645";"Hieracium humile Jacq."
"1391840";"Elatine hexandra (Lapierre) DC."
"1397319";"Artemisia chamaemelifolia Vill."
"1392088";"Alchemilla conjuncta Bab."
"1511012";"Hieracium mixtum Lapeyr. ex Froel."
"1361092";"Eleocharis multicaulis (Sm.) Desv."
"1501456";"Bombycilaena discolor (Pers.) M.Laínz"
"1359632";"Malope malacoides L."
"1389628";"Patzkea paniculata (L.) G.H.Loos"
"1363502";"Andropogon distachyos L."
"1361201";"Bromus lanceolatus Roth"
"1392323";"Festuca nigrescens Lam."
"1363016";"Cenchrus clandestinus (Hochst. ex Chiov.) Morrone"
"1558882";"Chaiturus marrubiastrum (L.) Ehrh. ex Rchb."
"1493563";"Silene mellifera Boiss. & Reut."
"1495412";"Cistus × incanus L."
"1397951";"Arenaria conimbricensis Brot."
"1390800";"Carex diandra Schrank"
"1563496";"Scutellaria × nicholsonii Taub."
"1357507";"Cirsium odontolepis Boiss. ex DC."
"1739220";"Erica mackayana Bab."
"1502610";"Centaurea horrida Badarò"
"1396127";"Scrophularia trifoliata L."
"1361416";"Stipa barbata Desf."
"1356033";"Vallisneria spiralis L."
"1423286";"Schkuhria pinnata (Lam.) Kuntze ex Thell."
"1391331";"Comastoma tenellum (Rottb.) Toyok."
"1392759";"Herminium monorchis (L.) R.Br."
"1359349";"Medicago rugosa Desr."
"1359406";"Ononis laxiflora Desf."
"1392341";"Festuca vasconcensis (Markgr.-Dann.) Auquier & Kerguélen"
"1645892";"Antirrhinum pertegasii Rothm."
"1650353";"Elymus pungens (Pers.) Melderis"
"1392512";"Genista desoleana Vals."
"1363899";"Sisymbrium erysimoides Desf."
"1394553";"Phyteuma scorzonerifolium Vill."
"1389984";"Calamagrostis purpurea (Trin.) Trin."
"1737654";"Lycopodium tristachyum Pursh"
"1743526";"Linum squamulosum Rudolphi ex Willd."
"1395938";"Saussurea discolor (Willd.) DC."
"1389705";"Acacia cyclops A.Cunn. ex G.Don"
"1356749";"Campanula mollis L."
"1361049";"Carex distachya Desf."
"1397370";"Dianthus scaber Chaix"
"1743322";"Dichasianthus runcinatus (Lag. ex DC.) V.I.Dorof."
"1389990";"Iris reichenbachiana Klatt"
"1744507";"Genista patens DC."
"1564337";"Teucrium homotrichum (Font Quer) Rivas Mart."
"1660692";"Lysimachia minoricensis J.J.Rodr."
"1505553";"Crepis pontana (L.) Dalla Torre"
"1550275";"Geranium collinum Stephan ex Willd."
"1358943";"Stachys marrubiifolia Viv."
"1359364";"Melilotus sulcatus Desf."
"1392482";"Galium pseudohelveticum Ehrend."
"1358696";"Hypericum ericoides L."
"1358744";"Dracocephalum thymiflorum L."
"1394725";"Polycarpon polycarpoides (Biv.) Zodda"
"1478753";"Pardoglossum cheirifolium (L.) E.Barbier & Mathez"
"1391898";"Epilobium duriaei J.Gay ex Godr."
"1420092";"Sasa palmata (Burb.) E.G.Camus"
"1391532";"Cytisus ardoinoi E.Fourn."
"1362600";"Erodium glandulosum (Cav.) Willd."
"1357457";"Centaurea sulphurea Willd."
"1739082";"Tragopogon × mirabilis Rouy"
"1395718";"Sagina saginoides (L.) H.Karst."
"1646703";"Veronica elliptica G.Forst."
"1563697";"Sideritis bourgeana Boiss. & Reut."
"1419871";"Laser trilobum (L.) Borkh."
"1419245";"Juncus balticus Willd."
"1358849";"Phlomis crinita Cav."
"1408867";"Cyclospermum leptophyllum (Pers.) Sprague ex Britton & P.Wilson"
"1390963";"Catabrosa aquatica (L.) P.Beauv."
"1392771";"Achillea crithmifolia Waldst. & Kit."
"1362531";"Antirrhinum latifolium Mill."
"1391452";"Crepis leontodontoides All."
"1392418";"Galega orientalis Lam."
"1361764";"Eriocephalus africanus L."
"1480739";"Erysimum ochroleucum (Haller f. ex Schleich.) DC."
"1362290";"Dianthus subacaulis Vill."
"1361914";"Agrostis canina L."
"1394061";"Onosma helvetica (A.DC.) Boiss."
"1412857";"Omalotheca supina (L.) DC."
"1426005";"Atriplex semibaccata R.Br."
"1361647";"Gennaria diphylla (Link) Parl."
"1363302";"Cyperus capitatus Vand."
"1359359";"Melilotus italicus (L.) Lam."
"1470716";"Aristolochia navicularis E.Nardi"
"1359603";"Linum trigynum L."
"1396784";"Thymus nervosus J.Gay ex Willk."
"1397330";"Bupleurum baldense Turra"
"1361240";"Desmazeria sicula (Jacq.) Dumort."
"1393594";"Linaria reflexa (L.) Desf."
"1743641";"Angelica pyrenaea (L.) Spreng."
"1392340";"Festuca valesiaca Schleich. ex Gaudin"
"1393973";"Nothobartsia spicata (Ramond) Bolliger & Molau"
"1396091";"Arenaria balearica L."
"1452360";"Allium grosii Font Quer"
"1392515";"Genista germanica L."
"1361398";"Rostraria litorea (All.) Holub"
"1394350";"Orobanche variegata Wallr."
"1362667";"Jacobaea minuta (Cav.) Pelser & Veldkamp"
"1358334";"Iberis semperflorens L."
"1391784";"Aira provincialis Jord."
"1356822";"Cerastium diffusum Pers."
"1560897";"Nepeta caerulea Aiton"
"1359088";"Anthyllis tejedensis Boiss."
"1392317";"Festuca liviensis (Verg.) Markgr.-Dann."
"1392681";"Hakea salicifolia (Vent.) B.L.Burtt"
"1743666";"Iberis spathulata DC."
"1417758";"Ammobium alatum R.Br."
"1393561";"Limonium girardianum (Guss.) Fourr."
"1434347";"Lycianthes rantonnetii (Carrière) Bitter"
"1392890";"Hieracium dasytrichum Arv.-Touv."
"1396276";"Silene bellidifolia Juss. ex Jacq."
"1361917";"Chrysopogon gryllus (L.) Trin."
"1744026";"Cynara algarbiensis Coss. ex Mariz"
"1357116";"Fumana juniperina (Lag. ex Dunal) Pau"
"1398656";"Anthyllis lotoides L."
"1391310";"Cochlearia danica L."
"1392470";"Galium minutulum Jord."
"1393826";"Micromeria marginata (Sm.) Chater"
"1722500";"Rhodalsine geniculata (Poir.) F.N.Williams"
"1391509";"Cyperus glomeratus L."
"1360901";"Alisma gramineum Lej."
"1398652";"Hippocrepis balearica Jacq."
"1359725";"Orobanche foetida Poir."
"1360611";"Ammoides pusilla (Brot.) Breistr."
"1356741";"Campanula dichotoma L."
"1360393";"Galium debile Desv."
"1400110";"Bellium bellidioides L."
"1363625";"Utricularia gibba L."
"1361971";"Ferraria crispa Burm."
"1358119";"Sedum litoreum Guss."
"1687896";"Saxifraga canaliculata Boiss. & Reut. ex Engl."
"1359455";"Scorpiurus vermiculatus L."
"1400083";"Avena strigosa Schreb."
"1418031";"Glandora diffusa (Lag.) D.C.Thomas"
"1362469";"Murbeckiella pinnatifida (Lam.) Rothm."
"1392557";"Allium coloratum Spreng."
"1743659";"Genista × martini Verg. & Soulié"
"1359193";"Erinacea anthyllis Link"
"1393512";"Leucanthemum virgatum (Desr.) Clos"
"1396347";"Armeria euscadiensis Donad. & Vivant"
"1361244";"Echinaria capitata (L.) Desf."
"1427744";"Cyperus brevifolius (Rottb.) Hassk."
"1362162";"Gladiolus dubius Guss."
"1458419";"Peucedanum venetum (Spreng.) W.D.J.Koch"
"1392220";"Euphrasia pectinata Ten."
"1743102";"Odontarrhena alpestris (L.) Ledeb."
"1357588";"Filago lutescens Jord."
"1432776";"Genista provincialis Coulot, Rabaute & Rebuffel"
"1392165";"Euphorbia graminifolia Vill."
"1361015";"Asphodelus ayardii Jahand. & Maire"
"1362995";"Saxifraga bulbifera L."
"1396370";"Sparganium angustifolium Michx."
"1737553";"Salix × reichardtii A.Kern."
"1363922";"Erucaria hispanica (L.) Druce"
"1359411";"Ononis mitissima L."
"1389446";"Rubus leightonii Lees ex Leight."
"1358363";"Lobularia libyca (Viv.) Meisn."
"1738749";"Cherleria sedoides L."
"1664943";"Reseda jacquinii Rchb."
"1389980";"Oxybasis urbica (L.) S.Fuentes, Uotila & Borsch"
"1363895";"Crambe hispanica L."
"1706074";"Equisetum × moorei Newman"
"1389800";"Billardiera heterophylla (Lindl.) L.W.Cayzer & Crisp"
"1357417";"Centaurea eriophora L."
"1647677";"Alopecurus gerardii (All.) Vill."
"1396746";"Artemisia atrata Lam."
"1360369";"Asperula arvensis L."
"1356365";"Cystopteris alpina (Lam.) Desv."
"1722578";"Daucus pumilus (L.) Hoffmanns. & Link"
"1555067";"Elodea nuttallii (Planch.) H.St.John"
"1392182";"Euphorbia polygonifolia L."
"1391723";"Dichanthelium acuminatum (Sw.) Gould & C.A.Clark"
"1397548";"Saxifraga mutata L."
"1743159";"Cherleria laricifolia (L.) Iamonico"
"1738612";"Festuca ligustica (All.) Bertol."
"1356903";"Paronychia arabica (L.) DC."
"1397565";"Asplenium cuneifolium Viv."
"1356474";"Amaranthus graecizans L."
"1390856";"Carex limosa L."
"1394767";"Polystichum braunii (Spenn.) Fée"
"1392630";"Achillea pannonica Scheele"
"1395539";"Rubus macrostachys P.J.Müll."
"1361154";"Alopecurus bulbosus Gouan"
"1396109";"Arenaria controversa Boiss."
"1359072";"Adenocarpus decorticans Boiss."
"1389448";"Erodium boissieri Coss."
"1362275";"Centaurea alba L."
"1399797";"Pinguicula vallisneriifolia Webb"
"1400188";"Botrychium lanceolatum (S.G.Gmel.) Ångstr."
"1390894";"Carex pseudobrizoides Clavaud"
"1363434";"Aristida adscensionis L."
"1397833";"Asplenium majoricum Litard."
"1647185";"Armeria velutina Welw. ex Boiss. & Reut."
"1358544";"Euphorbia clementei Boiss."
"1396899";"Artemisia vallesiaca All."
"1393964";"Noccaea brevistyla (DC.) Steud."
"1744020";"Hypertelis cerviana (L.) Thulin"
"1363476";"Lolium rigidum Gaudin"
"1363498";"Paspalum urvillei Steud."
"1390795";"Carex davalliana Sm."
"1646254";"Linaria nivea Boiss. & Reut."
"1392448";"Galium cespitosum Lam."
"1359119";"Astragalus glaux L."
"1356348";"Asplenium hemionitis L."
"1472824";"Ornithogalum corsicum Jord. & Fourr."
"1390874";"Carex myosuroides Vill."
"1392636";"Glyceria fluitans (L.) R.Br."
"1391891";"Epilobium collinum C.C.Gmel."
"1392767";"Heteranthera reniformis Ruiz & Pav."
"1359950";"Plantago bellardii All."
"1738613";"Festuca maritima L."
"1396027";"Saxifraga pubescens Pourr."
"1394367";"Oxytropis amethystea Arv.-Touv."
"1743509";"Achnatherum paradoxum (L.) Banfi, Galasso & Bartolucci"
"1361472";"Barnardia numidica (Poir.) Speta"
"1737515";"Persicaria pensylvanica (L.) M.Gómez"
"1360654";"Bupleurum semicompositum L."
"1393549";"Limonium companyonis (Gren. & Billot) Kuntze"
"1622901";"Gymnadenia corneliana (Beauverd) Teppner & E.Klein"
"1391846";"Eleocharis parvula (Roem. & Schult.) Link ex Bluff, Nees & Schauer"
"1357117";"Fumana laevipes (L.) Spach"
"1609772";"Epilobium roseum (Schreb.) Schreb."
"1728575";"Moenchia erecta (L.) G.Gaertn., B.Mey. & Scherb."
"1358176";"Arabis sagittata (Bertol.) DC."
"1741646";"Oxytropis neglecta J.Gay ex Ten."
"1397473";"Ranunculus seguieri Vill."
"1360819";"Turgenia latifolia (L.) Hoffm."
"1392064";"Eriophorum latifolium Hoppe"
"1499638";"Artemisia granatensis Boiss."
"1397463";"Poa cenisia All."
"1504499";"Cota altissima (L.) J.Gay"
"1362929";"Cenchrus spinifex Cav."
"1389532";"Arabidopsis cebennensis (DC.) O'Kane & Al-Shehbaz"
"1361704";"Groenlandia densa (L.) Fourr."
"1359710";"Odontites viscosus (L.) Clairv."
"1744311";"Meniocus linifolius (Stephan ex Willd.) DC."
"1360178";"Delphinium pubescens DC."
"1398657";"Flueggea tinctoria (L.) G.L.Webster"
"1743719";"Glandora gastonii (Benth.) L.Cecchi & Selvi"
"1722624";"Aizoanthemopsis hispanica (L.) Klak"
"1359505";"Trifolium michelianum Savi"
"1363447";"Panicum repens L."
"1742566";"Lathyrus bauhini P.A.Genty"
"1361060";"Carex hordeistichos Vill."
"1359990";"Armeria alliacea (Cav.) Hoffmanns. & Link"
"1532449";"Carex trinervis Degl."
"1389594";"Bupleurum praealtum L."
"1392106";"Alchemilla filicaulis Buser"
"1397095";"Vicia johannis Tamamsch."
"1358575";"Euphorbia paniculata Desf."
"1389583";"Bunium pachypodum P.W.Ball"
"1357577";"Filago congesta Guss. ex DC."
"1359587";"Pinguicula lusitanica L."
"1564619";"Thymus membranaceus Boiss."
"1388785";"Dysphania botrys (L.) Mosyakin & Clemants"
"1741813";"Armeria arenaria (Pers.) F.Dietr."
"1390846";"Carex lachenalii Schkuhr"
"1659168";"Androsace chaixii Gren. & Godr."
"1398655";"Lafuentea rotundifolia Lag."
"1358593";"Euphorbia squamigera Loisel."
"1394311";"Oreochloa disticha (Wulfen) Link"
"1505776";"Crupina vulgaris Pers. ex Cass."
"1498976";"Andryala agardhii Haens. ex DC."
"1364074";"Cressa cretica L."
"1392040";"Erigeron blakei Cabrera"
"1737571";"Rubus nemorosus Hayne ex Willd."
"1397382";"Euphrasia picta Wimm."
"1362811";"Crassula helmsii (Kirk) Cockayne"
"1392408";"Gagea spathacea (Hayne) Salisb."
"1393756";"Matricaria aurea (Loefl.) Sch.Bip."
"1610788";"Anacamptis × alata (Fleury) H.Kretzschmar, Eccarius & H.Dietr."
"1609596";"Circaea × intermedia Ehrh."
"1390852";"Carex lepidocarpa Tausch"
"1392406";"Gagea reverchonii Degen"
"1396111";"Arenaria erinacea Boiss."
"1741880";"Salix serpillifolia Scop."
"1738610";"Festuca fasciculata Forssk."
"1362281";"Cistus libanotis L."
"1743567";"Sempervivum × stenopetalum Schnittsp. & C.B.Lehm."
"1358125";"Sedum mucizonia (Ortega) Raym.-Hamet"
"1515981";"Olearia paniculata Druce"
"1400142";"Bidens radiata Thuill."
"1673274";"Galium × pomeranicum Retz."
"1393479";"Alyssum loiseleurii P.Fourn."
"1361732";"Salsola tragus L."
"1737555";"Erigeron annuus (L.) Desf"
"1390904";"Carex rupestris All."
"1361294";"Glyceria declinata Bréb."
"1360662";"Cachrys sicula L."
"1742064";"Asplenium seelosii Leybold"
"1363041";"Arundo micrantha Lam."
"1394463";"Persicaria decipiens (R.Br.) K.L.Wilson"
"1392734";"Helictotrichon sedenense (Clarion ex DC.) Holub"
"1651013";"Festuca brigantina (Markgr.-Dann.) Markgr.-Dann."
"1502795";"Centaurea pinnata Pau ex Vicioso"
"1357931";"Taraxacum pyropappum Boiss. & Reut."
"1743831";"Thelypteris pozoi (Lag.) C.V.Morton"
"1458364";"Peucedanum hispanicum (Boiss.) Endl."
"1364007";"Convolvulus farinosus L."
"1396531";"Taraxacum aquitanum Hofstra"
"1650970";"Festuca altissima All."
"1363413";"Eleusine tristachya (Lam.) Lam."
"1357511";"Cladanthus arabicus (L.) Cass."
"1362498";"Stauracanthus genistoides (Brot.) Samp."
"1744190";"Colchicum europaeum (Lange) J.C.Manning & Vinn."
"1360672";"Conopodium bunioides (Boiss.) Calest."
"1359218";"Genista spartioides Spach"
"1722707";"Alchemilla australis (Rydb.) Bomble"
"1391120";"Chamorchis alpina (L.) Rich."
"1393251";"Hypericum majus (A.Gray) Britton"
"1396094";"Arenaria biflora L."
"1360241";"Reseda lanceolata Lag."
"1390921";"Carex tomentosa L."
